County,State,Population,Valid_ballots,Voter_turnout,Democrats,Republicans,Democrats_vote_share,Republicans_vote_share
Rockland County,New York,323258,135087,41.78922099,69342,60911,51.33136423,45.09020113
St. Lawrence County,New York,109449,39158,35.77739404,16488,19942,42.10633842,50.92701364
Saratoga County,New York,227122,114094,50.23467564,50913,54575,44.62373131,47.83336547
Schenectady County,New York,154475,67280,43.55397313,33747,28953,50.15903686,43.03359096
Schoharie County,New York,31304,14050,44.88244314,4240,8831,30.17793594,62.85409253
Schuyler County,New York,17967,8772,48.82284188,3091,5050,35.2371181,57.56953944
Seneca County,New York,34710,13980,40.27657736,5697,7236,40.75107296,51.75965665
Steuben County,New York,96958,42002,43.31978795,12526,26831,29.82238941,63.88029141
Suffolk County,New York,1486406,681254,45.83229616,303951,350570,44.61639858,51.45951437
Sullivan County,New York,74922,29955,39.98158084,12568,15931,41.95626773,53.183108
Tioga County,New York,48824,22299,45.67221039,7526,13260,33.75039239,59.46454998
Tompkins County,New York,102942,42678,41.45829691,28890,10371,67.69295656,24.30057641
Ulster County,New York,179042,81355,45.43905899,42101,34006,51.7497388,41.79952062
Warren County,New York,64438,31408,48.74142587,13091,15751,41.68046358,50.1496434
Washington County,New York,61795,24528,39.69253176,9098,13610,37.09230267,55.487606
Wayne County,New York,90758,39687,43.72837656,13473,23380,33.94814423,58.91097841
Westchester County,New York,970267,420655,43.35456117,272926,131238,64.88119718,31.19848807
Wyoming County,New York,40432,17298,42.7829442,3904,12442,22.56908313,71.92739045
Yates County,New York,25059,10066,40.16920069,3659,5660,36.35008941,56.22888933
Alamance County,North Carolina,160283,71157,44.39460205,29833,38815,41.92560114,54.54839299
Alexander County,North Carolina,37133,18271,49.20421189,3767,13893,20.61737179,76.03853101
Alleghany County,North Carolina,10919,5315,48.67661874,1306,3814,24.57196613,71.75917215
Anson County,North Carolina,25165,10545,41.90343731,5859,4506,55.56187767,42.7311522
Ashe County,North Carolina,26600,13424,50.46616541,3500,9412,26.0727056,70.11323004
Avery County,North Carolina,17442,8249,47.29388832,1689,6298,20.47520912,76.34864832
Beaufort County,North Carolina,47369,23938,50.53516013,8764,14543,36.61124572,60.75277801
Bertie County,North Carolina,19423,9347,48.1233589,5778,3456,61.81662566,36.9744303
Bladen County,North Carolina,33638,15897,47.25905226,7058,8550,44.39831415,53.78373278
Brunswick County,North Carolina,126304,68351,54.11625918,23282,42720,34.06241313,62.5009144
Buncombe County,North Carolina,254955,138947,54.49863701,75452,55716,54.30271974,40.09874269
Burke County,North Carolina,89451,38920,43.50985456,11251,26238,28.90801644,67.41521069
Cabarrus County,North Carolina,201639,93289,46.26535541,35521,53819,38.07630053,57.69061733
Caldwell County,North Carolina,81766,36320,44.41944084,8425,26621,23.1965859,73.29570485
Camden County,North Carolina,10397,5006,48.14850438,1274,3546,25.44946065,70.834998
Carteret County,North Carolina,68808,37781,54.90785955,9939,26569,26.30687383,70.32370768
Caswell County,North Carolina,22755,11070,48.64864865,4792,6026,43.28816621,54.43541102
Catawba County,North Carolina,156448,72351,46.24603702,21216,48324,29.32371356,66.79106025
Chatham County,North Carolina,69642,39849,57.21978117,21065,17105,52.86205425,42.92454014
Cherokee County,North Carolina,27809,14181,50.99428243,2860,10844,20.1678302,76.46851421
Chowan County,North Carolina,14201,7228,50.8978241,2992,4014,41.39457665,55.53403431
Clay County,North Carolina,10749,6010,55.91217788,1367,4437,22.74542429,73.82695507
Cleveland County,North Carolina,96960,44673,46.07363861,14964,28479,33.496743,63.74991606
Columbus County,North Carolina,56292,23732,42.15874369,9063,14272,38.1889432,60.13821001
Craven County,North Carolina,102632,47001,45.79565827,17630,27731,37.50984022,59.00087232
Cumberland County,North Carolina,333167,127506,38.27089718,71605,51265,56.15814158,40.20595109
Currituck County,North Carolina,25640,12669,49.41107644,2913,9163,22.99313284,72.32615045
Dare County,North Carolina,35829,19609,54.72940914,7222,11460,36.83002703,58.44255189
Davidson County,North Carolina,164270,74856,45.5688805,18109,54317,24.19178155,72.56198568
Davie County,North Carolina,41921,21756,51.89761695,5270,15602,24.22320279,71.71355028
Duplin County,North Carolina,59275,20856,35.18515394,8283,12217,39.71518987,58.57786728
Durham County,North Carolina,307826,156134,50.7215115,121250,28350,77.65765304,18.15748011
Edgecombe County,North Carolina,53283,24886,46.70532815,16224,8261,65.19328136,33.19537089
Forsyth County,North Carolina,371260,178312,48.02887464,94464,75975,52.9768047,42.60790076
Franklin County,North Carolina,64676,30368,46.95404787,12874,16368,42.39330875,53.89884089
Gaston County,North Carolina,216622,96431,44.51579249,31177,61798,32.33088944,64.08520082
Gates County,North Carolina,11569,5392,46.60731265,2385,2874,44.23219585,53.30118694
Graham County,North Carolina,8531,4168,48.85710937,768,3283,18.42610365,78.76679463
Granville County,North Carolina,58684,27353,46.61066049,12909,13591,47.19409206,49.68742003
Greene County,North Carolina,21078,8095,38.40497201,3605,4374,44.53366275,54.03335392
Guilford County,North Carolina,524265,257405,49.09826138,149248,98062,57.98177969,38.09638507
Halifax County,North Carolina,51815,25167,48.57087716,15748,9031,62.57400564,35.88429292
Harnett County,North Carolina,130674,46065,35.25184811,16737,27614,36.33344188,59.94572886
Haywood County,North Carolina,60405,30727,50.8683056,10473,18929,34.08403033,61.60380122
Henderson County,North Carolina,113583,58176,51.21893241,19827,35809,34.08106436,61.55287404
Hertford County,North Carolina,24209,10186,42.07526127,6910,3099,67.83820931,30.42411153
Hoke County,North Carolina,52981,18230,34.40856156,9726,7760,53.35161821,42.56719693
Hyde County,North Carolina,5434,2304,42.39970556,965,1288,41.88368056,55.90277778
Iredell County,North Carolina,172466,82567,47.87436364,24734,54754,29.95627793,66.31462933
Jackson County,North Carolina,42622,18713,43.90455633,7713,9870,41.21733554,52.74408165
Johnston County,North Carolina,190843,85909,45.01553633,28362,54372,33.01400319,63.2902257
Jones County,North Carolina,9588,5135,53.55652899,2065,2974,40.21421616,57.91626095
Lee County,North Carolina,59646,25084,42.05478993,10469,13712,41.73576782,54.66432786
Lenoir County,North Carolina,57240,26807,46.83263452,12634,13613,47.12948111,50.78151229
Lincoln County,North Carolina,81229,40023,49.27181179,9897,28806,24.72828124,71.97361517
McDowell County,North Carolina,44866,19875,44.29857799,4667,14568,23.48176101,73.29811321
Macon County,North Carolina,34262,17734,51.75996731,4876,12127,27.49520695,68.38276757
Madison County,North Carolina,21367,11269,52.74020686,3926,6783,34.83893868,60.19167628
Martin County,North Carolina,23122,11964,51.74292881,5846,5897,48.86325644,49.28953527
Mecklenburg County,North Carolina,1056901,472857,44.73995199,294562,155518,62.29409737,32.88901296
Mitchell County,North Carolina,14996,8096,53.98773006,1596,6282,19.71343874,77.59387352
Montgomery County,North Carolina,27301,11540,42.26951394,4150,7130,35.96187175,61.78509532
Moore County,North Carolina,95405,48692,51.03715738,16329,30490,33.535283,62.61808921
Nash County,North Carolina,93953,47665,50.73281322,23235,23319,48.74645967,48.9226896
New Hanover County,North Carolina,224809,111905,49.77781139,50979,55344,45.5556052,49.4562352
Northampton County,North Carolina,20127,9848,48.92929895,6144,3582,62.38830219,36.37286759
Onslow County,North Carolina,192314,57135,29.70922554,17514,37122,30.65371489,64.97243371
Orange County,North Carolina,142800,82340,57.66106443,59923,18557,72.77507894,22.53704154
Pamlico County,North Carolina,12765,6870,53.81903643,2448,4258,35.63318777,61.97962154
Pasquotank County,North Carolina,39392,17391,44.14855808,8615,8180,49.5371169,47.03582313
Pender County,North Carolina,58771,27885,47.44687005,9354,17639,33.54491662,63.25623095
Perquimans County,North Carolina,13402,6708,50.05223101,2319,4177,34.5706619,62.26893262
Person County,North Carolina,39270,19615,49.94907054,7833,11185,39.93372419,57.02268672
Pitt County,North Carolina,177171,80527,45.45156939,41824,35691,51.93785935,44.32178027
Polk County,North Carolina,20414,10934,53.56128147,3735,6768,34.15950247,61.89866472
Randolph County,North Carolina,143062,64575,45.13777243,13194,49430,20.43205575,76.54665118
Richmond County,North Carolina,45012,19328,42.93966053,8501,10383,43.98282285,53.71999172
Robeson County,North Carolina,133383,40858,30.63208955,19016,20762,46.54168094,50.81501787
Rockingham County,North Carolina,91308,42278,46.30262409,14228,26830,33.65343678,63.46090165
Rowan County,North Carolina,139410,64369,46.172441,19400,42810,30.13873138,66.5071696
Rutherford County,North Carolina,66286,30307,45.72157017,7512,21871,24.78635299,72.16484641
Sampson County,North Carolina,63225,25928,41.0090945,10547,14838,40.67803147,57.2277075
Scotland County,North Carolina,35309,13928,39.44603359,7319,6256,52.54882252,44.91671453
Stanly County,North Carolina,60826,29917,49.18455923,7094,21964,23.71227062,73.41645218
Stokes County,North Carolina,45920,22550,49.10714286,4665,17116,20.68736142,75.90243902
Surry County,North Carolina,72008,32196,44.7116987,7488,23671,23.25754752,73.52155547
Swain County,North Carolina,14190,6124,43.15715292,2196,3565,35.85891574,58.21358589
Transylvania County,North Carolina,33393,17869,53.51121493,6558,10520,36.70043091,58.87290839
Tyrrell County,North Carolina,4024,1739,43.21570577,720,975,41.40310523,56.066705
Union County,North Carolina,226279,105710,46.71666394,34337,66707,32.48226279,63.10377448
Vance County,North Carolina,44485,19977,44.90727211,12229,7332,61.21539771,36.70220754
Wake County,North Carolina,1048335,527624,50.32971331,302736,196082,57.37722317,37.16320713
Warren County,North Carolina,19884,9842,49.49708308,6413,3214,65.15952042,32.65596423
Washington County,North Carolina,12070,6165,51.07705054,3510,2564,56.93430657,41.58961882
Watauga County,North Carolina,54140,29985,55.38418914,14138,13697,47.15024179,45.67950642
Wayne County,North Carolina,124269,50689,40.78973839,21770,27540,42.94817416,54.33131449
Wilkes County,North Carolina,68581,31296,45.63363031,6638,23752,21.21037832,75.89468303
Wilson County,North Carolina,81307,38135,46.90248072,19663,17531,51.56155762,45.97089288
Yadkin County,North Carolina,37653,17624,46.80636337,3160,13880,17.93009532,78.75624149
Yancey County,North Carolina,17610,9960,56.55877342,3196,6385,32.08835341,64.1064257
Adams County,North Dakota,2344,1218,51.96245734,216,909,17.73399015,74.63054187
Barnes County,North Dakota,10899,5344,49.03202129,1597,3160,29.88398204,59.13173653
Benson County,North Dakota,6840,2011,29.4005848,842,929,41.86971656,46.19592243
Billings County,North Dakota,948,605,63.8185654,59,495,9.752066116,81.81818182
Bottineau County,North Dakota,6573,3494,53.1568538,736,2494,21.06468231,71.37950773
Bowman County,North Dakota,3222,1787,55.46244569,227,1446,12.70285395,80.91773923
Burke County,North Dakota,2227,1052,47.23843736,119,895,11.31178707,85.07604563
Burleigh County,North Dakota,94606,47979,50.71454242,10881,32532,22.67867192,67.80466454
Cass County,North Dakota,174189,80821,46.39845226,31361,39816,38.80303386,49.26442385
Cavalier County,North Dakota,3824,2006,52.458159,476,1357,23.72881356,67.64705882
Dickey County,North Dakota,4987,2407,48.26549027,554,1667,23.01620274,69.25633569
Divide County,North Dakota,2391,1219,50.98285236,245,867,20.09844135,71.12387203
Dunn County,North Dakota,4372,2243,51.30375114,358,1771,15.96076683,78.95675435
Eddy County,North Dakota,2288,1231,53.80244755,355,791,28.83834281,64.25670187
Emmons County,North Dakota,3338,1981,59.34691432,215,1677,10.85310449,84.65421504
Foster County,North Dakota,3309,1719,51.94922937,347,1241,20.18615474,72.19313554
Golden Valley County,North Dakota,1857,957,51.53473344,99,796,10.34482759,83.17659352
Grand Forks County,North Dakota,70473,30365,43.08742355,10851,16340,35.73522147,53.81195455
Grant County,North Dakota,2379,1381,58.04960067,185,1108,13.39608979,80.23171615
Griggs County,North Dakota,2258,1265,56.02302923,298,847,23.55731225,66.95652174
Hettinger County,North Dakota,2597,1296,49.90373508,168,1050,12.96296296,81.01851852
Kidder County,North Dakota,2475,1376,55.5959596,179,1111,13.00872093,80.74127907
LaMoure County,North Dakota,4113,2151,52.297593,502,1481,23.33798233,68.85169689
Logan County,North Dakota,1930,1067,55.28497409,114,888,10.6841612,83.2239925
McHenry County,North Dakota,5970,2820,47.2361809,490,2050,17.37588652,72.69503546
McIntosh County,North Dakota,2599,1446,55.63678338,235,1100,16.25172891,76.07192254
McKenzie County,North Dakota,12572,4672,37.16194718,698,3670,14.94006849,78.55308219
McLean County,North Dakota,9643,5315,55.11770196,1081,3860,20.33866416,72.62464722
Mercer County,North Dakota,8616,4682,54.34076137,621,3759,13.26356258,80.28620248
Morton County,North Dakota,30732,15832,51.51633477,3080,11336,19.45426983,71.6018191
Mountrail County,North Dakota,10234,4106,40.12116474,1220,2582,29.71261568,62.883585
Nelson County,North Dakota,2889,1717,59.43232953,536,1025,31.21723937,59.69714619
Oliver County,North Dakota,1895,1017,53.66754617,119,830,11.70108161,81.61258604
Pembina County,North Dakota,7046,3153,44.74879364,681,2208,21.59847764,70.02854424
Pierce County,North Dakota,4216,2071,49.12239089,431,1437,20.81120232,69.38676968
Ramsey County,North Dakota,11557,5305,45.90291598,1505,3217,28.36946277,60.64090481
Ransom County,North Dakota,5375,2359,43.88837209,838,1210,35.52352692,51.29292073
Renville County,North Dakota,2517,1293,51.37067938,201,993,15.54524362,76.79814385
Richland County,North Dakota,16289,7592,46.60814046,2064,4767,27.18651212,62.78977871
Rolette County,North Dakota,14716,3755,25.51644469,2099,1217,55.8988016,32.41011984
Sargent County,North Dakota,3883,1997,51.42930724,694,1088,34.75212819,54.48172258
Sheridan County,North Dakota,1342,787,58.6438152,95,650,12.07115629,82.59212198
Sioux County,North Dakota,4457,1232,27.6419116,758,260,61.52597403,21.1038961
Slope County,North Dakota,781,430,55.05761844,43,362,10,84.18604651
Stark County,North Dakota,30869,12322,39.9170689,1753,9755,14.22658659,79.16734296
Steele County,North Dakota,1912,999,52.24895397,361,538,36.13613614,53.85385385
Stutsman County,North Dakota,21068,10155,48.20106322,2498,6718,24.59871984,66.15460364
Towner County,North Dakota,2249,1157,51.44508671,305,733,26.36127917,63.35350043
Traill County,North Dakota,8001,3933,49.15635546,1241,2265,31.55352148,57.58962624
Walsh County,North Dakota,10816,4636,42.86242604,1167,2995,25.17256255,64.60310613
Ward County,North Dakota,69489,27412,39.44797018,5806,18636,21.18050489,67.98482416
Wells County,North Dakota,4049,2383,58.85403803,419,1796,17.58287872,75.36718422
Williams County,North Dakota,34213,12807,37.43313945,1735,10069,13.54727883,78.6210666
Adams County,Ohio,27807,11359,40.8494264,2326,8659,20.47715468,76.23030196
Allen County,Ohio,103613,45894,44.29366971,13294,30487,28.96674947,66.42916285
Ashland County,Ohio,53520,24590,45.94544096,5740,17493,23.34282229,71.13867426
Ashtabula County,Ohio,98171,40867,41.62838313,15577,23318,38.11632858,57.05826217
Athens County,Ohio,66352,29443,44.37394502,16370,11354,55.59895391,38.56264647
Auglaize County,Ohio,45766,23627,51.62566097,3980,18658,16.8451348,78.96897617
Belmont County,Ohio,68606,31122,45.3633793,8785,21108,28.22762033,67.82340467
Brown County,Ohio,43638,19607,44.93102342,4353,14573,22.20125465,74.325496
Butler County,Ohio,378354,173839,45.94612453,58642,106976,33.73351204,61.53739955
Carroll County,Ohio,27621,13074,47.33355056,3154,9254,24.124216,70.78170415
Champaign County,Ohio,38741,18104,46.73085362,4594,12631,25.3756076,69.7691118
Clark County,Ohio,134723,61429,45.59652027,23328,35205,37.97554901,57.31006528
Clermont County,Ohio,203165,99121,48.7884232,26715,67518,26.95190726,68.1167462
Clinton County,Ohio,41887,18675,44.58423855,4066,13838,21.77242303,74.09906292
Columbiana County,Ohio,103817,46201,44.50234547,12432,31676,26.90850847,68.56128655
Coshocton County,Ohio,36617,15552,42.47207581,4013,10785,25.80375514,69.34799383
Crawford County,Ohio,42095,19237,45.69901413,4625,13611,24.04221032,70.75427561
Cuyahoga County,Ohio,1254144,603822,48.1461459,398271,184211,65.95834534,30.50750055
Darke County,Ohio,51624,25484,49.3646366,4470,20012,17.54041752,78.52770366
Defiance County,Ohio,38140,18192,47.6979549,5368,11688,29.50747581,64.24802111
Delaware County,Ohio,197144,103860,52.68230329,40872,57568,39.35297516,55.42846139
Erie County,Ohio,74999,37578,50.10466806,16057,19648,42.72978871,52.28591197
